filename,session_id,problem_id,success,task_type,in_tokens,out_tokens,start_time,end_time,duration,steps,supervisor_result
15541f88-e7bf-4212-beec-eeabd8091059_1757532992.9283223.json,15541f88-e7bf-4212-beec-eeabd8091059,wrong_bin_usage-mitigation-1,False,mitigation,25868,380,2025-09-10 19:36:32,2025-09-10 19:37:34,61.834882497787476,19,Correct
6dd15be2-997d-4912-80a4-c34df163abb7_1757532836.6437788.json,6dd15be2-997d-4912-80a4-c34df163abb7,wrong_bin_usage-analysis-1,False,analysis,24440,168,2025-09-10 19:33:56,2025-09-10 19:34:11,14.473244667053223,9,False Negative
2ad64175-2a4e-4219-ad6d-be88367a8a92_1757522162.769418.json,2ad64175-2a4e-4219-ad6d-be88367a8a92,misconfig_app_hotel_res-detection-1,False,detection,19279,175,2025-09-10 16:36:02,2025-09-10 16:36:19,16.274438619613647,10,False Negative
2c782641-a316-43f3-af2c-feb674b673a7_1757520471.6736238.json,2c782641-a316-43f3-af2c-feb674b673a7,user_unregistered_mongodb-localization-1,False,localization,1146,52,2025-09-10 16:07:51,2025-09-10 16:08:01,9.601065635681152,3,Correct
5e5cfec2-1bb7-4c45-a563-e5ccf915eafd_1757528235.8751662.json,5e5cfec2-1bb7-4c45-a563-e5ccf915eafd,astronomy_shop_cart_service_failure-detection-1,True,detection,3646,101,2025-09-10 18:17:15,2025-09-10 18:17:24,8.651032447814941,5,Correct
e9e61d2e-3d1c-442a-a274-335405b4a380_1757516444.8724341.json,e9e61d2e-3d1c-442a-a274-335405b4a380,k8s_target_port-misconfig-mitigation-1,False,mitigation,7325,586,2025-09-10 15:00:44,2025-09-10 15:02:00,75.58800196647644,21,False Negative
c05f78ca-ec51-4b79-a0c2-40ddb57c581f_1757520140.7580547.json,c05f78ca-ec51-4b79-a0c2-40ddb57c581f,revoke_auth_mongodb-mitigation-2,True,mitigation,17280,649,2025-09-10 16:02:20,2025-09-10 16:03:11,51.047308683395386,17,False Negative
84621925-69fb-4f8f-a616-a7d22411663f_1757517923.6596115.json,84621925-69fb-4f8f-a616-a7d22411663f,k8s_target_port-misconfig-mitigation-3,True,mitigation,13410,330,2025-09-10 15:25:23,2025-09-10 15:25:55,31.782283544540405,15,False Negative
b3206d05-2de7-4be2-95c0-4eb6940f4952_1757523340.0710065.json,b3206d05-2de7-4be2-95c0-4eb6940f4952,scale_pod_zero_social_net-analysis-1,False,analysis,6360,390,2025-09-10 16:55:40,2025-09-10 16:56:23,43.43285250663757,13,Correct
a42623e3-7e67-4407-a56c-288be82be9ee_1757529395.6965353.json,a42623e3-7e67-4407-a56c-288be82be9ee,astronomy_shop_kafka_queue_problems-localization-1,False,localization,9069,121,2025-09-10 18:36:35,2025-09-10 18:37:01,25.850438117980957,6,False Negative
