filename,session_id,problem_id,success,task_type,in_tokens,out_tokens,start_time,end_time,duration,steps
1662179d-df28-4f48-aaac-9e1d4d89160b_1756259286.13244.json,1662179d-df28-4f48-aaac-9e1d4d89160b,astronomy_shop_loadgenerator_flood_homepage-detection-1,True,detection,35,30,2025-08-27 01:48:06,2025-08-27 01:48:06,0.2599170207977295,3
4d8ee4db-5ec2-400f-b690-df61388380e4_1756259484.5518293.json,4d8ee4db-5ec2-400f-b690-df61388380e4,astronomy_shop_loadgenerator_flood_homepage-localization-1,False,localization,52,40,2025-08-27 01:51:24,2025-08-27 01:51:24,0.3959674835205078,4
7e9ba5a0-712e-4ba4-90b6-fa279262be78_1756182845.9979157.json,7e9ba5a0-712e-4ba4-90b6-fa279262be78,k8s_target_port-misconfig-localization-3,False,localization,2996,50,2025-08-26 04:34:05,2025-08-26 04:34:54,48.41925883293152,3
4e6b0796-8587-4993-92e4-d8f29b580f2a_1756217212.0502126.json,4e6b0796-8587-4993-92e4-d8f29b580f2a,pod_kill_hotel_res-localization-1,False,localization,77,26,2025-08-26 14:06:52,2025-08-26 14:07:11,19.066147565841675,2
0bf2289a-b3cb-496a-9d72-473516b8254f_1756218000.013575.json,0bf2289a-b3cb-496a-9d72-473516b8254f,noop_detection_hotel_reservation-1,False,detection,589,57,2025-08-26 14:20:00,2025-08-26 14:20:25,25.218382596969604,3
1665c642-2d75-4564-99af-a732a57ecca3_1756217684.4314983.json,1665c642-2d75-4564-99af-a732a57ecca3,network_delay_hotel_res-detection-1,True,detection,589,57,2025-08-26 14:14:44,2025-08-26 14:14:57,12.863067388534546,3
d4d82601-4b96-4aa7-8251-654eb2d1d56a_1756261330.4266741.json,d4d82601-4b96-4aa7-8251-654eb2d1d56a,redeploy_without_PV-detection-1,True,detection,35,33,2025-08-27 02:22:10,2025-08-27 02:23:26,76.12234234809875,3
ff28402f-ef0d-4068-8b07-5ab8dd00de9d_1756185435.984479.json,ff28402f-ef0d-4068-8b07-5ab8dd00de9d,auth_miss_mongodb-mitigation-1,False,mitigation,18373,395,2025-08-26 05:17:15,2025-08-26 05:26:15,539.6316611766815,17
8e19a9c8-0df0-4b73-8049-ad8ef8fe9126_1756213783.257426.json,8e19a9c8-0df0-4b73-8049-ad8ef8fe9126,scale_pod_zero_social_net-detection-1,True,detection,10,22,2025-08-26 13:09:43,2025-08-26 13:09:43,0.24875140190124512,2
94e8c6d1-ab7d-4941-91ad-22e58737a2c2_1756217533.4395537.json,94e8c6d1-ab7d-4941-91ad-22e58737a2c2,network_loss_hotel_res-localization-1,False,localization,680,49,2025-08-26 14:12:13,2025-08-26 14:12:32,19.45454454421997,3
704eb5a5-507d-45a2-816c-ac7e80f788ad_1756260430.6314719.json,704eb5a5-507d-45a2-816c-ac7e80f788ad,astronomy_shop_product_catalog_service_failure-detection-1,True,detection,35,30,2025-08-27 02:07:10,2025-08-27 02:07:10,0.31593847274780273,3
f8cc55a6-590c-43f4-8d70-ad0369bb3765_1756214705.4746335.json,f8cc55a6-590c-43f4-8d70-ad0369bb3765,assign_to_non_existent_node_social_net-detection-1,True,detection,10,22,2025-08-26 13:25:05,2025-08-26 13:25:05,0.22240686416625977,2
5367ee85-a5e3-44d8-be11-efda81fa9711_1756216544.9147182.json,5367ee85-a5e3-44d8-be11-efda81fa9711,container_kill-localization,False,localization,731,59,2025-08-26 13:55:44,2025-08-26 13:57:09,84.55734205245972,3
e28cfe3a-e3ee-49e7-82b5-59917c909bd4_1756217829.4927037.json,e28cfe3a-e3ee-49e7-82b5-59917c909bd4,network_delay_hotel_res-localization-1,False,localization,589,59,2025-08-26 14:17:09,2025-08-26 14:17:44,35.411948919296265,3
c00f1540-14f4-46ad-b37a-5236909f361c_1756213257.7532012.json,c00f1540-14f4-46ad-b37a-5236909f361c,misconfig_app_hotel_res-analysis-1,True,analysis,83,36,2025-08-26 13:00:57,2025-08-26 13:01:05,7.406928539276123,2
fc2320f9-c562-466d-bfbc-cdce23e72b16_1756256563.5295138.json,fc2320f9-c562-466d-bfbc-cdce23e72b16,astronomy_shop_ad_service_failure-localization-1,False,localization,52,40,2025-08-27 01:02:43,2025-08-27 01:04:11,87.79131603240967,4
b491b678-0ac9-44e1-b88d-65bfcfafaf8d_1756216238.8995993.json,b491b678-0ac9-44e1-b88d-65bfcfafaf8d,assign_to_non_existent_node_social_net-mitigation-1,True,mitigation,407,74,2025-08-26 13:50:38,2025-08-26 13:51:35,57.0313925743103,6
92d17203-9f4d-4394-8c37-d4ccbc2701e3_1756213995.7471993.json,92d17203-9f4d-4394-8c37-d4ccbc2701e3,scale_pod_zero_social_net-localization-1,False,localization,116,48,2025-08-26 13:13:15,2025-08-26 13:13:55,40.17623805999756,4
a2379219-cf5f-46e7-9fa2-35e3bdd6edba_1756217067.9126053.json,a2379219-cf5f-46e7-9fa2-35e3bdd6edba,pod_kill_hotel_res-detection-1,True,detection,77,24,2025-08-26 14:04:27,2025-08-26 14:04:35,7.914133548736572,2
1f8d1a6e-23e0-4887-88a7-896e37854c1c_1756261827.6996603.json,1f8d1a6e-23e0-4887-88a7-896e37854c1c,redeploy_without_PV-mitigation-1,False,mitigation,188,168,2025-08-27 02:30:27,2025-08-27 02:38:40,492.7717945575714,12
77d48314-e008-4426-9ba2-2fa9a242bb99_1756259097.5636199.json,77d48314-e008-4426-9ba2-2fa9a242bb99,astronomy_shop_kafka_queue_problems-localization-1,False,localization,52,40,2025-08-27 01:44:57,2025-08-27 01:44:57,0.363788366317749,4
0c70db96-f77f-4304-b612-2d85ef665c36_1756187460.6266043.json,0c70db96-f77f-4304-b612-2d85ef665c36,revoke_auth_mongodb-analysis-2,False,analysis,1032,63,2025-08-26 05:51:00,2025-08-26 05:51:15,15.321552753448486,3
56821557-9fac-4057-b320-cada8d3f7d17_1756183602.019309.json,56821557-9fac-4057-b320-cada8d3f7d17,k8s_target_port-misconfig-mitigation-3,False,mitigation,5142,251,2025-08-26 04:46:42,2025-08-26 04:48:27,105.53074407577515,10
afc16b23-1b11-4ad5-8a36-54f3326d93df_1756258521.304954.json,afc16b23-1b11-4ad5-8a36-54f3326d93df,astronomy_shop_image_slow_load-detection-1,True,detection,35,30,2025-08-27 01:35:21,2025-08-27 01:35:22,0.8914127349853516,3
9ca9b704-d7a8-41e8-980f-9e45f19efed8_1756181897.233624.json,9ca9b704-d7a8-41e8-980f-9e45f19efed8,k8s_target_port-misconfig-localization-2,False,localization,4671,80,2025-08-26 04:18:17,2025-08-26 04:18:55,38.36054563522339,4
b12e56fc-b76e-4fc1-b5cf-d1f6e51eb1ea_1756215154.7354171.json,b12e56fc-b76e-4fc1-b5cf-d1f6e51eb1ea,assign_to_non_existent_node_social_net-analysis-1,False,analysis,116,59,2025-08-26 13:32:34,2025-08-26 13:32:43,8.728249788284302,4
3dd611c7-e379-435c-bd87-b597c951078e_1756181700.3762012.json,3dd611c7-e379-435c-bd87-b597c951078e,k8s_target_port-misconfig-detection-2,False,detection,845,49,2025-08-26 04:15:00,2025-08-26 04:15:16,16.17090082168579,3
fb3bda61-f426-4af2-a529-b0dd2637d41a_1756260051.9565096.json,fb3bda61-f426-4af2-a529-b0dd2637d41a,astronomy_shop_payment_service_unreachable-detection-1,True,detection,35,30,2025-08-27 02:00:51,2025-08-27 02:00:52,0.24555540084838867,3
aa7641c3-98a8-4b58-9c15-b0eb3882acc8_1756212938.4833052.json,aa7641c3-98a8-4b58-9c15-b0eb3882acc8,misconfig_app_hotel_res-detection-1,True,detection,860,44,2025-08-26 12:55:38,2025-08-26 12:55:45,7.452451467514038,3
529dc6f8-def4-4866-9150-b195662c5028_1756187630.2828069.json,529dc6f8-def4-4866-9150-b195662c5028,revoke_auth_mongodb-mitigation-2,False,mitigation,1279,1006,2025-08-26 05:53:50,2025-08-26 06:05:30,700.5149049758911,18
6a133bdd-954c-4799-9801-4e691f74f052_1756262859.238461.json,6a133bdd-954c-4799-9801-4e691f74f052,wrong_bin_usage-analysis-1,False,analysis,18,36,2025-08-27 02:47:39,2025-08-27 02:47:39,0.1757965087890625,2
5e9fd0d4-b04a-4416-aa57-6edcb56fb9dc_1756186624.2158976.json,5e9fd0d4-b04a-4416-aa57-6edcb56fb9dc,revoke_auth_mongodb-mitigation-1,False,mitigation,1268,819,2025-08-26 05:37:04,2025-08-26 05:43:24,380.58527755737305,14
f8129ef1-7656-4059-b94e-093e66b605a2_1756258717.9447217.json,f8129ef1-7656-4059-b94e-093e66b605a2,astronomy_shop_image_slow_load-localization-1,False,localization,52,40,2025-08-27 01:38:37,2025-08-27 01:38:38,0.435408353805542,4
08c91393-b6fb-4ccf-be74-c7ebf0a3f36a_1756262991.840137.json,08c91393-b6fb-4ccf-be74-c7ebf0a3f36a,wrong_bin_usage-mitigation-1,False,mitigation,188,168,2025-08-27 02:49:51,2025-08-27 02:49:53,1.5398764610290527,12
eaa43463-8337-450c-8d15-cc5c0cb33bda_1756261079.8981178.json,eaa43463-8337-450c-8d15-cc5c0cb33bda,astronomy_shop_recommendation_service_cache_failure-localization-1,False,localization,52,40,2025-08-27 02:17:59,2025-08-27 02:18:00,0.376629114151001,4
3a070725-59d6-42b8-93c1-951d45cba5ee_1756210942.949076.json,3a070725-59d6-42b8-93c1-951d45cba5ee,user_unregistered_mongodb-localization-1,False,localization,131,66,2025-08-26 12:22:22,2025-08-26 12:22:57,34.127280473709106,5
49333b07-25bc-4169-a6a9-2a16c99e0ac1_1756212127.5983734.json,49333b07-25bc-4169-a6a9-2a16c99e0ac1,user_unregistered_mongodb-detection-2,True,detection,684,47,2025-08-26 12:42:07,2025-08-26 12:42:18,11.067239761352539,3
72c76a50-41a6-47a0-9d8b-8ce3944aa071_1756257937.5792696.json,72c76a50-41a6-47a0-9d8b-8ce3944aa071,astronomy_shop_ad_service_manual_gc-localization-1,False,localization,52,40,2025-08-27 01:25:37,2025-08-27 01:25:38,0.4907994270324707,4
16314aaf-c922-476a-bd5c-817d0ecd9526_1756216910.8836906.json,16314aaf-c922-476a-bd5c-817d0ecd9526,pod_failure_hotel_res-localization-1,False,localization,589,59,2025-08-26 14:01:50,2025-08-26 14:02:11,20.666497707366943,3
6f8ae7a2-5f4c-47bd-ab08-b60b9f41c1c9_1756211327.9206898.json,6f8ae7a2-5f4c-47bd-ab08-b60b9f41c1c9,user_unregistered_mongodb-mitigation-1,False,mitigation,2647,463,2025-08-26 12:28:47,2025-08-26 12:39:49,661.5827534198761,21
37677838-4c5a-4946-a8ed-e2cbfe8fe8a1_1756183933.8242717.json,37677838-4c5a-4946-a8ed-e2cbfe8fe8a1,auth_miss_mongodb-detection-1,True,detection,822,22,2025-08-26 04:52:13,2025-08-26 04:52:16,3.0099945068359375,2
949c7b62-b584-4b79-ab7f-b4c9073fd534_1756214911.1816103.json,949c7b62-b584-4b79-ab7f-b4c9073fd534,assign_to_non_existent_node_social_net-localization-1,False,localization,116,45,2025-08-26 13:28:31,2025-08-26 13:29:04,33.11874866485596,4
aef19a38-3a4a-4770-949e-006c4c4d72dc_1756257371.4487033.json,aef19a38-3a4a-4770-949e-006c4c4d72dc,astronomy_shop_ad_service_high_cpu-detection-1,True,detection,35,30,2025-08-27 01:16:11,2025-08-27 01:16:11,0.2888791561126709,3
831efca7-6c74-4eed-ad33-fa198809a74a_1756256137.8318062.json,831efca7-6c74-4eed-ad33-fa198809a74a,noop_detection_astronomy_shop-1,False,detection,35,30,2025-08-27 00:55:37,2025-08-27 00:56:22,44.339455366134644,3
e7aa88c3-e604-4784-b5a5-864fe13004a0_1756260627.47223.json,e7aa88c3-e604-4784-b5a5-864fe13004a0,astronomy_shop_product_catalog_service_failure-localization-1,False,localization,52,40,2025-08-27 02:10:27,2025-08-27 02:10:27,0.35546231269836426,4
e19e3ecb-438c-449e-bd16-45f5afd115f4_1756181116.281173.json,e19e3ecb-438c-449e-bd16-45f5afd115f4,k8s_target_port-misconfig-analysis-1,False,analysis,2588,60,2025-08-26 04:05:16,2025-08-26 04:05:42,26.272490978240967,3
e4c7975f-b9cb-433e-9b05-d975283cd2cf_1756257564.7817273.json,e4c7975f-b9cb-433e-9b05-d975283cd2cf,astronomy_shop_ad_service_high_cpu-localization-1,False,localization,52,40,2025-08-27 01:19:24,2025-08-27 01:19:25,0.40522217750549316,4
2374b31a-dcfe-4aa1-9832-ad407144d8d3_1756263401.0003948.json,2374b31a-dcfe-4aa1-9832-ad407144d8d3,flower_model_misconfig-detection,True,detection,8,20,2025-08-27 02:56:41,2025-08-27 02:56:41,0.27306222915649414,2
11a95503-2704-420b-a618-04ef71f72393_1756214456.8947692.json,11a95503-2704-420b-a618-04ef71f72393,scale_pod_zero_social_net-mitigation-1,False,mitigation,407,74,2025-08-26 13:20:56,2025-08-26 13:21:38,41.21486949920654,6
f41fcf90-5a0b-4ce0-9b86-246108a313c1_1756182332.4743083.json,f41fcf90-5a0b-4ce0-9b86-246108a313c1,k8s_target_port-misconfig-mitigation-2,False,mitigation,5501,132,2025-08-26 04:25:32,2025-08-26 04:26:31,59.334856033325195,6
700ad158-d975-4e25-a091-0a70681ba29c_1756180891.9466016.json,700ad158-d975-4e25-a091-0a70681ba29c,k8s_target_port-misconfig-localization-1,True,localization,1403,75,2025-08-26 04:01:31,2025-08-26 04:02:15,43.65618824958801,4
9d014ab5-a69e-4c92-8bd4-b56e6681c53e_1756258134.4418268.json,9d014ab5-a69e-4c92-8bd4-b56e6681c53e,astronomy_shop_cart_service_failure-detection-1,True,detection,35,30,2025-08-27 01:28:54,2025-08-27 01:28:54,0.31653857231140137,3
9f5434da-c856-4cef-9245-12eb1239faa2_1756186166.9796731.json,9f5434da-c856-4cef-9245-12eb1239faa2,revoke_auth_mongodb-detection-1,True,detection,544,24,2025-08-26 05:29:26,2025-08-26 05:29:30,3.7514424324035645,2
95545056-6f04-4f24-ad20-4bb639e69998_1756211108.6838.json,95545056-6f04-4f24-ad20-4bb639e69998,user_unregistered_mongodb-analysis-1,False,analysis,120,63,2025-08-26 12:25:08,2025-08-26 12:26:28,79.3200523853302,4
3599b335-d3e2-4ceb-82d7-e725aaabc570_1756186320.272022.json,3599b335-d3e2-4ceb-82d7-e725aaabc570,revoke_auth_mongodb-localization-1,False,localization,547,24,2025-08-26 05:32:00,2025-08-26 05:32:03,2.9503867626190186,2
7c1ece97-b164-4cb7-8257-d4f9f44ef54e_1756212428.42469.json,7c1ece97-b164-4cb7-8257-d4f9f44ef54e,user_unregistered_mongodb-analysis-2,False,analysis,685,59,2025-08-26 12:47:08,2025-08-26 12:47:55,47.22917556762695,3
5c9a2d19-bbf8-4173-b452-5cf041a1f3a1_1756261603.7099445.json,5c9a2d19-bbf8-4173-b452-5cf041a1f3a1,redeploy_without_PV-analysis-1,False,analysis,18,36,2025-08-27 02:26:43,2025-08-27 02:27:02,18.357153177261353,2
07bc54e6-d4c3-4985-b118-01532b0e5ea7_1756258906.1937914.json,07bc54e6-d4c3-4985-b118-01532b0e5ea7,astronomy_shop_kafka_queue_problems-detection-1,True,detection,35,30,2025-08-27 01:41:46,2025-08-27 01:41:46,0.31576013565063477,3
db291b5c-c62f-41ff-859a-fe7571fb4bf4_1756218246.6796496.json,db291b5c-c62f-41ff-859a-fe7571fb4bf4,noop_detection_social_network-1,False,detection,10,22,2025-08-26 14:24:06,2025-08-26 14:24:06,0.2337782382965088,2
45a20a86-d0da-4e90-ac2d-d93ddc4d199f_1756256367.726137.json,45a20a86-d0da-4e90-ac2d-d93ddc4d199f,astronomy_shop_ad_service_failure-detection-1,True,detection,35,30,2025-08-27 00:59:27,2025-08-27 00:59:28,1.0774447917938232,3
e4bfa8ec-41c6-4c1c-ae58-2194b682c748_1756182129.3477645.json,e4bfa8ec-41c6-4c1c-ae58-2194b682c748,k8s_target_port-misconfig-analysis-2,False,analysis,2900,61,2025-08-26 04:22:09,2025-08-26 04:22:26,16.72520089149475,3
21352120-d00f-4646-b12f-fa0a65639d80_1756259864.02254.json,21352120-d00f-4646-b12f-fa0a65639d80,astronomy_shop_payment_service_failure-localization-1,False,localization,52,40,2025-08-27 01:57:44,2025-08-27 01:57:44,0.359830379486084,4
7d999808-2967-4f36-a0ad-6afe351e85d4_1756262596.8737354.json,7d999808-2967-4f36-a0ad-6afe351e85d4,wrong_bin_usage-localization-1,False,localization,69,52,2025-08-27 02:43:16,2025-08-27 02:45:25,128.90757155418396,5
f2d64426-c334-431d-8a72-8d4d5df608d9_1756187312.1634028.json,f2d64426-c334-431d-8a72-8d4d5df608d9,revoke_auth_mongodb-localization-2,False,localization,553,24,2025-08-26 05:48:32,2025-08-26 05:48:35,3.0372421741485596,2
6669d59e-4c0d-401a-b732-b89eb5ea12fd_1756217367.1627684.json,6669d59e-4c0d-401a-b732-b89eb5ea12fd,network_loss_hotel_res-detection-1,True,detection,589,57,2025-08-26 14:09:27,2025-08-26 14:09:56,28.98327922821045,3
aae332c6-bec0-4335-9b7c-55c80da409a3_1756260242.2108328.json,aae332c6-bec0-4335-9b7c-55c80da409a3,astronomy_shop_payment_service_unreachable-localization-1,True,localization,52,40,2025-08-27 02:04:02,2025-08-27 02:04:02,0.35312509536743164,4
855b45c7-0716-44f6-8464-b6621c9fa18c_1756213095.6281505.json,855b45c7-0716-44f6-8464-b6621c9fa18c,misconfig_app_hotel_res-localization-1,False,localization,87,62,2025-08-26 12:58:15,2025-08-26 12:58:32,17.313214778900146,3
07d98a24-6961-4313-8585-21e29e4d762d_1756213412.3562102.json,07d98a24-6961-4313-8585-21e29e4d762d,misconfig_app_hotel_res-mitigation-1,False,mitigation,1561,106,2025-08-26 13:03:32,2025-08-26 13:05:41,128.9030885696411,5
e6e8046c-0c54-4ca1-a8f8-f434a7405737_1756196782.2710605.json,e6e8046c-0c54-4ca1-a8f8-f434a7405737,user_unregistered_mongodb-detection-1,True,detection,23,41,2025-08-26 08:26:22,2025-08-26 08:26:22,0.42434048652648926,3
1bb36161-3e4b-475f-a1b3-701806edd032_1756262462.23661.json,1bb36161-3e4b-475f-a1b3-701806edd032,wrong_bin_usage-detection-1,True,detection,35,33,2025-08-27 02:41:02,2025-08-27 02:41:02,0.24248123168945312,3
a74334c6-b285-4e8a-9cd3-0be7307cca2c_1756182580.4896526.json,a74334c6-b285-4e8a-9cd3-0be7307cca2c,k8s_target_port-misconfig-detection-3,False,detection,843,49,2025-08-26 04:29:40,2025-08-26 04:30:53,72.61596012115479,3
db5ed300-94e2-4247-ae2e-3b4aa5b1331f_1756257751.49783.json,db5ed300-94e2-4247-ae2e-3b4aa5b1331f,astronomy_shop_ad_service_manual_gc-detection-1,True,detection,35,30,2025-08-27 01:22:31,2025-08-27 01:22:31,0.2406773567199707,3
5f27c45f-8a02-4626-9fd8-ecc086aa6b07_1756181361.3635123.json,5f27c45f-8a02-4626-9fd8-ecc086aa6b07,k8s_target_port-misconfig-mitigation-1,False,mitigation,9530,258,2025-08-26 04:09:21,2025-08-26 04:11:43,142.0822558403015,10
d42ca78c-54e9-4ca2-b2b4-0d3de4e6fffb_1756216767.1831367.json,d42ca78c-54e9-4ca2-b2b4-0d3de4e6fffb,pod_failure_hotel_res-detection-1,True,detection,585,57,2025-08-26 13:59:27,2025-08-26 13:59:38,11.666589736938477,3
