filename,session_id,problem_id,success,task_type,in_tokens,out_tokens,start_time,end_time,duration,steps,supervisor_result
e4321d99-de76-4475-8f4f-884d36384a5b_1756611640.2665544.json,e4321d99-de76-4475-8f4f-884d36384a5b,astronomy_shop_ad_service_failure-localization-1,False,localization,2348,134,2025-08-31 03:40:40,2025-08-31 03:40:49,9.676660776138306,6,
51680d50-41bb-4670-9e3f-b01e28fbdedd_1756601028.8625238.json,51680d50-41bb-4670-9e3f-b01e28fbdedd,auth_miss_mongodb-mitigation-1,False,mitigation,8053,507,2025-08-31 00:43:48,2025-08-31 00:44:40,51.877108097076416,21,
aa62370d-01b2-4ed8-bb63-6dee993c3315_1756606576.7423387.json,aa62370d-01b2-4ed8-bb63-6dee993c3315,misconfig_app_hotel_res-detection-1,False,detection,1772,72,2025-08-31 02:16:16,2025-08-31 02:16:21,4.354546546936035,4,
d97c22c8-3347-46ae-8287-b83794ddcf20_1756611446.714744.json,d97c22c8-3347-46ae-8287-b83794ddcf20,astronomy_shop_ad_service_failure-detection-1,False,detection,10362,96,2025-08-31 03:37:26,2025-08-31 03:37:33,6.726586103439331,5,
8bc5e3aa-e533-42a3-bd69-7eb33652124e_1756617236.507517.json,8bc5e3aa-e533-42a3-bd69-7eb33652124e,flower_node_stop-detection,False,detection,8,20,2025-08-31 05:13:56,2025-08-31 05:13:59,2.8032054901123047,2,
c8c9a328-c534-4661-9aa6-46bb171c46f8_1756609116.0922854.json,c8c9a328-c534-4661-9aa6-46bb171c46f8,container_kill-localization,True,localization,14347,360,2025-08-31 02:58:36,2025-08-31 02:58:56,19.93387246131897,15,
38ce8944-402c-476e-9dd3-8b31b1489039_1756606369.3684886.json,38ce8944-402c-476e-9dd3-8b31b1489039,user_unregistered_mongodb-mitigation-2,False,mitigation,20601,1136,2025-08-31 02:12:49,2025-08-31 02:13:42,53.320098876953125,30,
7aaf5115-aa6c-4195-a764-f897faa2286c_1756615528.2762818.json,7aaf5115-aa6c-4195-a764-f897faa2286c,astronomy_shop_recommendation_service_cache_failure-detection-1,False,detection,10441,97,2025-08-31 04:45:28,2025-08-31 04:45:36,8.077558040618896,5,
588c203b-f7cd-40cc-8ffd-e1236c9813f7_1756607757.6286829.json,588c203b-f7cd-40cc-8ffd-e1236c9813f7,scale_pod_zero_social_net-analysis-1,False,analysis,6555,170,2025-08-31 02:35:57,2025-08-31 02:36:08,11.093595027923584,8,
feb25a00-f8d2-431b-980d-a3630a85639e_1756604450.1503074.json,feb25a00-f8d2-431b-980d-a3630a85639e,revoke_auth_mongodb-mitigation-1,False,mitigation,31964,1402,2025-08-31 01:40:50,2025-08-31 01:41:47,57.15177392959595,30,
3e1aba3f-99f4-4c4f-a7ce-ae79785e645a_1756609410.3577762.json,3e1aba3f-99f4-4c4f-a7ce-ae79785e645a,pod_failure_hotel_res-localization-1,True,localization,1817,84,2025-08-31 03:03:30,2025-08-31 03:03:35,4.6563262939453125,4,
b2443e45-eb5b-4010-a41e-ae1badcb7758_1756604658.6890268.json,b2443e45-eb5b-4010-a41e-ae1badcb7758,revoke_auth_mongodb-detection-2,False,detection,1033,43,2025-08-31 01:44:18,2025-08-31 01:44:21,2.778872013092041,3,
92c2f28f-7e81-43ab-9ca2-efaee24210d0_1756612630.9651656.json,92c2f28f-7e81-43ab-9ca2-efaee24210d0,astronomy_shop_cart_service_failure-detection-1,False,detection,6746,311,2025-08-31 03:57:10,2025-08-31 03:57:30,19.821616411209106,14,
e3ab5e34-46d4-4e92-9229-74649b7d7ce2_1756600513.473851.json,e3ab5e34-46d4-4e92-9229-74649b7d7ce2,auth_miss_mongodb-localization-1,False,localization,5278,97,2025-08-31 00:35:13,2025-08-31 00:35:24,11.091886520385742,4,
1959267f-d2a8-4ef1-ad4d-c2804b1e727c_1756577802.4655206.json,1959267f-d2a8-4ef1-ad4d-c2804b1e727c,k8s_target_port-misconfig-localization-2,False,localization,5627,111,2025-08-30 18:16:42,2025-08-30 18:16:49,7.264565944671631,6,
6e9415d6-3548-42e9-ab59-fd9c13f49a10_1756616180.6393561.json,6e9415d6-3548-42e9-ab59-fd9c13f49a10,redeploy_without_PV-analysis-1,False,analysis,3592,208,2025-08-31 04:56:20,2025-08-31 04:56:33,13.203426122665405,10,
9ab79137-cec9-4518-9143-ec436fff3ffc_1756610819.0286453.json,9ab79137-cec9-4518-9143-ec436fff3ffc,noop_detection_social_network-1,False,detection,7643,123,2025-08-31 03:26:59,2025-08-31 03:27:08,9.922491312026978,7,
77eef36c-6e29-487d-83de-9318fc1bc565_1756578471.4846342.json,77eef36c-6e29-487d-83de-9318fc1bc565,k8s_target_port-misconfig-detection-3,False,detection,4519,147,2025-08-30 18:27:51,2025-08-30 18:28:00,9.497579097747803,8,
f0f74591-6b08-4121-bfac-ad044fc3c503_1756613871.1593776.json,f0f74591-6b08-4121-bfac-ad044fc3c503,astronomy_shop_loadgenerator_flood_homepage-detection-1,False,detection,8627,69,2025-08-31 04:17:51,2025-08-31 04:17:56,5.19078254699707,4,
e1002c64-8f55-481b-86be-915c0e62d0ea_1756612040.6648602.json,e1002c64-8f55-481b-86be-915c0e62d0ea,astronomy_shop_ad_service_high_cpu-localization-1,False,localization,5707,95,2025-08-31 03:47:20,2025-08-31 03:47:26,6.154417037963867,5,
f2711cdb-f08b-4a3a-ae9f-99b6a22eb044_1756610563.2655609.json,f2711cdb-f08b-4a3a-ae9f-99b6a22eb044,noop_detection_hotel_reservation-1,False,detection,14925,660,2025-08-31 03:22:43,2025-08-31 03:23:33,50.14803671836853,30,
40783925-2656-4d7e-8107-dac617d2dc87_1756611254.4227154.json,40783925-2656-4d7e-8107-dac617d2dc87,noop_detection_astronomy_shop-1,False,detection,3143,73,2025-08-31 03:34:14,2025-08-31 03:34:21,6.9003424644470215,4,
a4a16775-2e69-4d09-ad4a-110e1ac5aa8f_1756615274.111676.json,a4a16775-2e69-4d09-ad4a-110e1ac5aa8f,astronomy_shop_product_catalog_service_failure-localization-1,False,localization,27793,692,2025-08-31 04:41:14,2025-08-31 04:42:06,52.35684156417847,30,
23f1d1d7-3217-4f17-b858-fa1f167e12c6_1756604968.5446985.json,23f1d1d7-3217-4f17-b858-fa1f167e12c6,revoke_auth_mongodb-analysis-2,False,analysis,6762,89,2025-08-31 01:49:28,2025-08-31 01:49:32,4.106955051422119,4,
261f7b84-7524-49f5-8f2b-f69c574bc98f_1756614867.810155.json,261f7b84-7524-49f5-8f2b-f69c574bc98f,astronomy_shop_payment_service_unreachable-localization-1,False,localization,4655,194,2025-08-31 04:34:27,2025-08-31 04:34:41,13.29861855506897,8,
4965f83f-8991-433f-afd0-7ed2eb2f982e_1756577365.3567035.json,4965f83f-8991-433f-afd0-7ed2eb2f982e,k8s_target_port-misconfig-mitigation-1,False,mitigation,52789,558,2025-08-30 18:09:25,2025-08-30 18:10:49,83.70346641540527,28,
3f06e4bc-d574-4ebc-a58b-860a076bb12e_1756605115.9808462.json,3f06e4bc-d574-4ebc-a58b-860a076bb12e,revoke_auth_mongodb-mitigation-2,False,mitigation,20212,1393,2025-08-31 01:51:55,2025-08-31 01:52:53,57.021437883377075,30,
ba09bc6a-3275-495c-8f87-639d8ba63b34_1756577616.6706917.json,ba09bc6a-3275-495c-8f87-639d8ba63b34,k8s_target_port-misconfig-detection-2,False,detection,3212,95,2025-08-30 18:13:36,2025-08-30 18:13:44,7.9962379932403564,6,
e80a90aa-f510-4f1f-b735-d04719c1e13a_1756576797.6275597.json,e80a90aa-f510-4f1f-b735-d04719c1e13a,k8s_target_port-misconfig-detection-1,False,detection,4609,103,2025-08-30 17:59:57,2025-08-30 18:00:06,9.221712589263916,6,
9a598ff3-9621-425b-94c8-92608e89e0f9_1756601521.4175804.json,9a598ff3-9621-425b-94c8-92608e89e0f9,revoke_auth_mongodb-analysis-1,True,analysis,2187,122,2025-08-31 00:52:01,2025-08-31 00:52:09,7.993595361709595,5,
c4654a4c-44e3-4c3c-84bc-0d8ff77b6911_1756578660.9519565.json,c4654a4c-44e3-4c3c-84bc-0d8ff77b6911,k8s_target_port-misconfig-localization-3,False,localization,4882,144,2025-08-30 18:31:00,2025-08-30 18:31:11,10.856122255325317,8,
94ce7000-6d56-4d91-b6c7-eafa186e644a_1756613070.7652483.json,94ce7000-6d56-4d91-b6c7-eafa186e644a,astronomy_shop_image_slow_load-detection-1,False,detection,3711,134,2025-08-31 04:04:30,2025-08-31 04:04:38,8.134895324707031,6,
25b1487f-5668-408e-95f6-142e152d5d72_1756614665.878847.json,25b1487f-5668-408e-95f6-142e152d5d72,astronomy_shop_payment_service_unreachable-detection-1,False,detection,6128,334,2025-08-31 04:31:05,2025-08-31 04:31:24,18.784270524978638,13,
b4c04622-df22-4138-9acb-f1d98c97f566_1756599901.861483.json,b4c04622-df22-4138-9acb-f1d98c97f566,k8s_target_port-misconfig-mitigation-3,False,mitigation,28602,711,2025-08-31 00:25:01,2025-08-31 00:27:01,119.69384956359863,30,
9a7d0190-e18d-488c-8d5d-8947a399420d_1756607550.963742.json,9a7d0190-e18d-488c-8d5d-8947a399420d,scale_pod_zero_social_net-localization-1,False,localization,3335,101,2025-08-31 02:32:30,2025-08-31 02:32:37,6.822550296783447,6,
0a0076de-5c98-419f-992a-2f7d38efb8ae_1756609551.318892.json,0a0076de-5c98-419f-992a-2f7d38efb8ae,pod_kill_hotel_res-detection-1,False,detection,11139,138,2025-08-31 03:05:51,2025-08-31 03:06:02,10.933349847793579,8,
fb59726a-d698-4cfd-9701-d1ef3f604aaa_1756615724.9415205.json,fb59726a-d698-4cfd-9701-d1ef3f604aaa,astronomy_shop_recommendation_service_cache_failure-localization-1,False,localization,6519,1096,2025-08-31 04:48:44,2025-08-31 04:49:33,48.498451948165894,30,
e3d06e0c-21b1-4b46-9779-0a6a108886c0_1756609272.8271616.json,e3d06e0c-21b1-4b46-9779-0a6a108886c0,pod_failure_hotel_res-detection-1,False,detection,552,54,2025-08-31 03:01:12,2025-08-31 03:01:15,3.0883381366729736,3,
040a9c38-df81-4053-b4b0-dc371c3b35bd_1756613267.8028586.json,040a9c38-df81-4053-b4b0-dc371c3b35bd,astronomy_shop_image_slow_load-localization-1,False,localization,6960,199,2025-08-31 04:07:47,2025-08-31 04:07:59,11.610547542572021,8,
005f24e5-9897-42f0-979c-2a8dc8f26206_1756606887.492669.json,005f24e5-9897-42f0-979c-2a8dc8f26206,misconfig_app_hotel_res-analysis-1,True,analysis,7557,202,2025-08-31 02:21:27,2025-08-31 02:21:38,11.247382879257202,8,
aac154ec-4acb-41fd-ae85-9ff20c8ec69e_1756607044.1198378.json,aac154ec-4acb-41fd-ae85-9ff20c8ec69e,misconfig_app_hotel_res-mitigation-1,False,mitigation,15257,734,2025-08-31 02:24:04,2025-08-31 02:24:38,34.61437225341797,21,
3910b100-2ec7-4e70-8ebb-bb46fdbac147_1756601227.5927835.json,3910b100-2ec7-4e70-8ebb-bb46fdbac147,revoke_auth_mongodb-detection-1,False,detection,6459,76,2025-08-31 00:47:07,2025-08-31 00:47:13,5.48439621925354,4,
60418113-5119-43c6-b214-46f767bca053_1756612238.032886.json,60418113-5119-43c6-b214-46f767bca053,astronomy_shop_ad_service_manual_gc-detection-1,False,detection,5731,94,2025-08-31 03:50:38,2025-08-31 03:50:43,5.901830434799194,5,
3d51dee1-8469-4436-8bd5-11e11d16c434_1756614269.0032632.json,3d51dee1-8469-4436-8bd5-11e11d16c434,astronomy_shop_payment_service_failure-detection-1,False,detection,11510,145,2025-08-31 04:24:29,2025-08-31 04:24:39,10.494103908538818,7,
d870d5a1-818c-4505-a97b-7068f622a0af_1756601374.694196.json,d870d5a1-818c-4505-a97b-7068f622a0af,revoke_auth_mongodb-localization-1,False,localization,1686,69,2025-08-31 00:49:34,2025-08-31 00:49:40,6.060930490493774,4,
3a2c4672-4ae8-40cb-bff5-9d677502e8f3_1756600768.1721544.json,3a2c4672-4ae8-40cb-bff5-9d677502e8f3,auth_miss_mongodb-analysis-1,False,analysis,1088,86,2025-08-31 00:39:28,2025-08-31 00:39:40,12.557191133499146,4,
5d457ec3-ac0c-4b65-9581-91e5ffc7c333_1756616752.7225492.json,5d457ec3-ac0c-4b65-9581-91e5ffc7c333,wrong_bin_usage-localization-1,False,localization,26963,656,2025-08-31 05:05:52,2025-08-31 05:06:42,49.84592866897583,30,
e355e4a4-2400-43fc-8606-edbfe7112af3_1756608224.2218685.json,e355e4a4-2400-43fc-8606-edbfe7112af3,assign_to_non_existent_node_social_net-detection-1,False,detection,1313,48,2025-08-31 02:43:44,2025-08-31 02:43:47,2.7883129119873047,3,
e38824a3-3873-4e09-a527-e0dc64ddb58f_1756606726.504176.json,e38824a3-3873-4e09-a527-e0dc64ddb58f,misconfig_app_hotel_res-localization-1,True,localization,7844,330,2025-08-31 02:18:46,2025-08-31 02:19:04,18.458412885665894,12,
62a01048-74bb-404f-bb3b-6943053d27f6_1756615972.4832516.json,62a01048-74bb-404f-bb3b-6943053d27f6,redeploy_without_PV-detection-1,False,detection,5901,48,2025-08-31 04:52:52,2025-08-31 04:52:55,3.4323670864105225,3,
d97fa58d-11c4-47ad-a320-17edb8e961b8_1756614459.891309.json,d97fa58d-11c4-47ad-a320-17edb8e961b8,astronomy_shop_payment_service_failure-localization-1,False,localization,4738,154,2025-08-31 04:27:39,2025-08-31 04:27:50,10.317583560943604,7,
de1400ec-5ffc-4f11-bc70-23c8d5766345_1756605320.6163561.json,de1400ec-5ffc-4f11-bc70-23c8d5766345,user_unregistered_mongodb-detection-1,False,detection,2165,81,2025-08-31 01:55:20,2025-08-31 01:55:25,4.922571659088135,4,
d51ef8b5-aa54-4b6f-9a8b-9d64c2488f27_1756616400.083732.json,d51ef8b5-aa54-4b6f-9a8b-9d64c2488f27,redeploy_without_PV-mitigation-1,True,mitigation,18732,1151,2025-08-31 05:00:00,2025-08-31 05:00:50,50.29713535308838,25,
736a379c-b9f1-437d-b12a-669f45ea475d_1756610046.2406678.json,736a379c-b9f1-437d-b12a-669f45ea475d,network_loss_hotel_res-localization-1,False,localization,20731,914,2025-08-31 03:14:06,2025-08-31 03:14:56,50.388224601745605,30,
99bbb3a1-92a2-42d8-ac4b-68eb3bf0b7bf_1756607333.587879.json,99bbb3a1-92a2-42d8-ac4b-68eb3bf0b7bf,scale_pod_zero_social_net-detection-1,False,detection,3015,94,2025-08-31 02:28:53,2025-08-31 02:29:00,6.509174585342407,6,
394f7632-7d66-4de3-b428-2a8662ad0825_1756612434.9074848.json,394f7632-7d66-4de3-b428-2a8662ad0825,astronomy_shop_ad_service_manual_gc-localization-1,False,localization,10576,99,2025-08-31 03:53:54,2025-08-31 03:54:02,7.404808282852173,5,
ff50dcda-b0e7-4a97-824e-edb0468d3525_1756609893.1403637.json,ff50dcda-b0e7-4a97-824e-edb0468d3525,network_loss_hotel_res-detection-1,False,detection,13475,220,2025-08-31 03:11:33,2025-08-31 03:11:49,16.19764542579651,12,
97380a5c-4bed-481e-811f-888156f6f637_1756605758.76134.json,97380a5c-4bed-481e-811f-888156f6f637,user_unregistered_mongodb-mitigation-1,True,mitigation,14292,869,2025-08-31 02:02:38,2025-08-31 02:03:22,43.614001750946045,23,
ce80d5b9-f271-4311-94fa-8335802d8469_1756608846.0721357.json,ce80d5b9-f271-4311-94fa-8335802d8469,assign_to_non_existent_node_social_net-mitigation-1,True,mitigation,3708,293,2025-08-31 02:54:06,2025-08-31 02:54:24,18.778334617614746,14,
fe60f5aa-1d36-4cf4-a1aa-966b3314dd31_1756605463.9775286.json,fe60f5aa-1d36-4cf4-a1aa-966b3314dd31,user_unregistered_mongodb-localization-1,False,localization,1785,68,2025-08-31 01:57:43,2025-08-31 01:57:48,4.227756500244141,4,
c49b4cc3-b15a-4857-be44-8d0727f3ec0b_1756616938.9494402.json,c49b4cc3-b15a-4857-be44-8d0727f3ec0b,wrong_bin_usage-analysis-1,True,analysis,16770,93,2025-08-31 05:08:58,2025-08-31 05:09:06,7.245239734649658,5,
c49ca92d-d4e2-46f1-bda4-9ce1033d43d6_1756612851.5445464.json,c49ca92d-d4e2-46f1-bda4-9ce1033d43d6,astronomy_shop_cart_service_failure-localization-1,False,localization,8222,333,2025-08-31 04:00:51,2025-08-31 04:01:13,22.32368803024292,15,
145ae765-2744-48af-8c28-a5398d9a1b35_1756578842.9306042.json,145ae765-2744-48af-8c28-a5398d9a1b35,k8s_target_port-misconfig-analysis-3,False,analysis,12113,124,2025-08-30 18:34:02,2025-08-30 18:34:12,9.895896911621094,7,
9b758eb0-7b5a-45f8-8ce6-cc703609f0f4_1756609698.7839444.json,9b758eb0-7b5a-45f8-8ce6-cc703609f0f4,pod_kill_hotel_res-localization-1,False,localization,27672,720,2025-08-31 03:08:18,2025-08-31 03:09:08,49.85969924926758,30,
be107daf-50bb-4192-a8c5-ea52e0ab7821_1756576987.5948825.json,be107daf-50bb-4192-a8c5-ea52e0ab7821,k8s_target_port-misconfig-localization-1,False,localization,3692,103,2025-08-30 18:03:07,2025-08-30 18:03:17,9.758519649505615,6,
a2677907-68a8-48e0-b230-ffc5e480dfc8_1756600242.7679522.json,a2677907-68a8-48e0-b230-ffc5e480dfc8,auth_miss_mongodb-detection-1,False,detection,2151,115,2025-08-31 00:30:42,2025-08-31 00:30:56,13.545222043991089,5,
ccb0502b-c6da-47e5-83ab-9a884cfaffeb_1756604814.1021829.json,ccb0502b-c6da-47e5-83ab-9a884cfaffeb,revoke_auth_mongodb-localization-2,False,localization,1686,69,2025-08-31 01:46:54,2025-08-31 01:46:57,3.7411656379699707,4,
de900a06-90d1-471d-b315-23664ab9394a_1756608976.189261.json,de900a06-90d1-471d-b315-23664ab9394a,container_kill-detection,False,detection,9247,119,2025-08-31 02:56:16,2025-08-31 02:56:23,7.430616140365601,6,
b5abba00-a993-4418-9ad4-282933569496_1756610369.2110126.json,b5abba00-a993-4418-9ad4-282933569496,network_delay_hotel_res-localization-1,False,localization,23892,736,2025-08-31 03:19:29,2025-08-31 03:20:19,50.1916618347168,30,
82e9dca7-de05-48f9-adc4-f56e0c3c5217_1756610228.9919841.json,82e9dca7-de05-48f9-adc4-f56e0c3c5217,network_delay_hotel_res-detection-1,False,detection,10923,137,2025-08-31 03:17:08,2025-08-31 03:17:18,9.581391096115112,8,
a4dcbf93-5c99-4ac7-a635-312ad14c5965_1756611841.0839357.json,a4dcbf93-5c99-4ac7-a635-312ad14c5965,astronomy_shop_ad_service_high_cpu-detection-1,False,detection,5743,93,2025-08-31 03:44:01,2025-08-31 03:44:07,6.530606746673584,5,
6e6ff33e-3577-4e43-b9aa-c6cf665ef32e_1756613468.8397224.json,6e6ff33e-3577-4e43-b9aa-c6cf665ef32e,astronomy_shop_kafka_queue_problems-detection-1,False,detection,11811,115,2025-08-31 04:11:08,2025-08-31 04:11:16,8.11342167854309,6,
2450a6e6-af64-4d40-8df8-5b6581454f89_1756608437.3632574.json,2450a6e6-af64-4d40-8df8-5b6581454f89,assign_to_non_existent_node_social_net-localization-1,True,localization,1322,51,2025-08-31 02:47:17,2025-08-31 02:47:20,2.8138644695281982,3,
6825111e-c882-4277-bde6-d13e6c271aa5_1756607970.2217624.json,6825111e-c882-4277-bde6-d13e6c271aa5,scale_pod_zero_social_net-mitigation-1,False,mitigation,7459,336,2025-08-31 02:39:30,2025-08-31 02:40:24,54.04939317703247,17,
e07e537d-e4af-49ab-957c-d1f0fafcd35e_1756614072.1926754.json,e07e537d-e4af-49ab-957c-d1f0fafcd35e,astronomy_shop_loadgenerator_flood_homepage-localization-1,False,localization,3675,138,2025-08-31 04:21:12,2025-08-31 04:21:20,7.874152421951294,6,
3de08d5d-928a-4533-8e8f-257ee06eea1c_1756616601.1271837.json,3de08d5d-928a-4533-8e8f-257ee06eea1c,wrong_bin_usage-detection-1,False,detection,16568,159,2025-08-31 05:03:21,2025-08-31 05:03:34,12.940118312835693,9,
a16a3d5b-7ba4-4d54-86f1-acd1deee29d1_1756617272.6861908.json,a16a3d5b-7ba4-4d54-86f1-acd1deee29d1,flower_model_misconfig-detection,False,detection,8,20,2025-08-31 05:14:32,2025-08-31 05:14:33,0.5983147621154785,2,
82534945-0fad-4bc8-8c16-779a66f38249_1756577992.5186796.json,82534945-0fad-4bc8-8c16-779a66f38249,k8s_target_port-misconfig-analysis-2,False,analysis,7107,120,2025-08-30 18:19:52,2025-08-30 18:19:58,5.727426052093506,5,
dbf815ee-cf0a-4b34-ad99-ce1fb91ba90c_1756578175.7969534.json,dbf815ee-cf0a-4b34-ad99-ce1fb91ba90c,k8s_target_port-misconfig-mitigation-2,False,mitigation,85452,386,2025-08-30 18:22:55,2025-08-30 18:24:49,113.65209937095642,18,
359bd495-f3e2-40ed-9254-68d4fbb78b58_1756608646.6567066.json,359bd495-f3e2-40ed-9254-68d4fbb78b58,assign_to_non_existent_node_social_net-analysis-1,False,analysis,1311,60,2025-08-31 02:50:46,2025-08-31 02:50:49,3.02940034866333,3,
7f0d2935-2855-4f7c-9eb7-306640017281_1756605607.3599367.json,7f0d2935-2855-4f7c-9eb7-306640017281,user_unregistered_mongodb-analysis-1,False,analysis,2347,117,2025-08-31 02:00:07,2025-08-31 02:00:13,5.9669599533081055,5,
ec9e67f9-1440-42dd-a694-aa9f32165c84_1756613665.9909315.json,ec9e67f9-1440-42dd-a694-aa9f32165c84,astronomy_shop_kafka_queue_problems-localization-1,False,localization,6722,309,2025-08-31 04:14:25,2025-08-31 04:14:46,20.30229926109314,13,
116fbb58-3f46-4186-aaca-91ec13c5767e_1756605940.2583325.json,116fbb58-3f46-4186-aaca-91ec13c5767e,user_unregistered_mongodb-detection-2,False,detection,1132,53,2025-08-31 02:05:40,2025-08-31 02:05:43,3.0132975578308105,3,
e7996052-9909-4edf-b42c-e87a26cce1ac_1756577177.5882025.json,e7996052-9909-4edf-b42c-e87a26cce1ac,k8s_target_port-misconfig-analysis-1,False,analysis,7113,188,2025-08-30 18:06:17,2025-08-30 18:06:28,11.218029260635376,9,
7f2a9219-9325-4610-815b-2372fed392cb_1756606228.9968743.json,7f2a9219-9325-4610-815b-2372fed392cb,user_unregistered_mongodb-analysis-2,False,analysis,1141,55,2025-08-31 02:10:28,2025-08-31 02:10:31,2.617542266845703,3,
18a0d929-f21a-42b2-91d0-3268fde28cc7_1756606087.6604004.json,18a0d929-f21a-42b2-91d0-3268fde28cc7,user_unregistered_mongodb-localization-2,False,localization,1131,51,2025-08-31 02:08:07,2025-08-31 02:08:10,3.331643581390381,3,
a7a796db-0cf3-4802-90da-7ab80da1ad1e_1756617086.613296.json,a7a796db-0cf3-4802-90da-7ab80da1ad1e,wrong_bin_usage-mitigation-1,False,mitigation,43817,958,2025-08-31 05:11:26,2025-08-31 05:12:34,67.70039224624634,30,
e9ff5797-7ba2-427b-a380-0fb88911803d_1756615069.935409.json,e9ff5797-7ba2-427b-a380-0fb88911803d,astronomy_shop_product_catalog_service_failure-detection-1,False,detection,4022,120,2025-08-31 04:37:49,2025-08-31 04:37:59,9.951422214508057,6,
