filename,session_id,problem_id,success,task_type,in_tokens,out_tokens,start_time,end_time,duration,steps,supervisor_result
432f337d-fd93-484d-82ce-6fff68319b67_1758550069.1008754.json,432f337d-fd93-484d-82ce-6fff68319b67,revoke_auth_mongodb-localization-2,True,localization,18276,149,2025-09-22 14:07:49,2025-09-22 14:16:51,542.4186689853668,16,
a727adc8-0cab-49c6-875d-282b33b23453_1758583865.5410779.json,a727adc8-0cab-49c6-875d-282b33b23453,redeploy_without_PV-mitigation-1,True,mitigation,26845,870,2025-09-22 23:31:05,2025-09-22 23:42:29,683.7952156066895,30,
3ce20e8b-ec9c-4d37-bde2-20910fb495b6_1758561098.1032562.json,3ce20e8b-ec9c-4d37-bde2-20910fb495b6,assign_to_non_existent_node_social_net-mitigation-1,True,mitigation,4067,152,2025-09-22 17:11:38,2025-09-22 17:12:40,62.571441411972046,7,
1c6e7fad-5786-4798-ac5a-cf0c5142c9c1_1758562924.5352545.json,1c6e7fad-5786-4798-ac5a-cf0c5142c9c1,container_kill-analysis,True,analysis,28391,408,2025-09-22 17:42:04,2025-09-22 17:45:27,203.27837419509888,15,
877c2299-ffb5-4cb6-9b6d-34189eef3e14_1758541356.3182771.json,877c2299-ffb5-4cb6-9b6d-34189eef3e14,k8s_target_port-misconfig-detection-1,True,detection,20704,188,2025-09-22 11:42:36,2025-09-22 11:44:51,135.1880009174347,9,Correct
5c4bc2cf-57bc-4d1a-8814-175150f5e2aa_1758570431.173465.json,5c4bc2cf-57bc-4d1a-8814-175150f5e2aa,network_loss_hotel_res-mitigation-1,True,mitigation,27347,693,2025-09-22 19:47:11,2025-09-22 19:57:22,611.5792512893677,28,
bdf93dd3-ce68-4b9e-8cf2-e2f266e8f416_1758548602.5680692.json,bdf93dd3-ce68-4b9e-8cf2-e2f266e8f416,revoke_auth_mongodb-analysis-1,False,analysis,14945,127,2025-09-22 13:43:22,2025-09-22 13:45:58,156.03484082221985,8,
b5200b62-1c12-4f5d-85f8-d14411759109_1758559629.0313966.json,b5200b62-1c12-4f5d-85f8-d14411759109,scale_pod_zero_social_net-localization-1,True,localization,3411,130,2025-09-22 16:47:09,2025-09-22 16:48:02,53.677419662475586,6,
68dd1571-8aa6-4297-965f-21c1dbc1d994_1758542933.9560661.json,68dd1571-8aa6-4297-965f-21c1dbc1d994,k8s_target_port-misconfig-localization-2,True,localization,5872,371,2025-09-22 12:08:53,2025-09-22 12:13:42,288.19277334213257,14,
54c09bad-c7fc-4346-84bd-eb0dcb5ce071_1758541901.4612966.json,54c09bad-c7fc-4346-84bd-eb0dcb5ce071,k8s_target_port-misconfig-analysis-1,True,analysis,27616,257,2025-09-22 11:51:41,2025-09-22 11:53:22,100.5698037147522,10,
d439c313-a13a-4353-b23a-19b5776b7057_1758579587.064755.json,d439c313-a13a-4353-b23a-19b5776b7057,astronomy_shop_kafka_queue_problems-localization-1,False,localization,2217,88,2025-09-22 22:19:47,2025-09-22 22:20:23,36.13259434700012,4,
352af6ef-9353-4f42-bb16-c297079ef75d_1758554713.0023048.json,352af6ef-9353-4f42-bb16-c297079ef75d,user_unregistered_mongodb-detection-2,True,detection,4684,81,2025-09-22 15:25:13,2025-09-22 15:26:06,53.23935508728027,4,Correct
eeb1e098-d79c-491f-95f6-f09f15482caf_1758544634.0248852.json,eeb1e098-d79c-491f-95f6-f09f15482caf,k8s_target_port-misconfig-detection-3,False,detection,67204,75,2025-09-22 12:37:14,2025-09-22 12:38:11,57.92257523536682,5,False Negative
3373c213-1de8-435a-9962-5f6ace988d4d_1758557552.7580955.json,3373c213-1de8-435a-9962-5f6ace988d4d,misconfig_app_hotel_res-detection-1,True,detection,3880,118,2025-09-22 16:12:32,2025-09-22 16:13:23,50.42296838760376,6,Correct
a822e591-fc38-48ba-a45e-7e98e47f35c0_1758560143.3879597.json,a822e591-fc38-48ba-a45e-7e98e47f35c0,scale_pod_zero_social_net-mitigation-1,True,mitigation,34424,176,2025-09-22 16:55:43,2025-09-22 16:57:50,127.45427918434143,10,
da6ce6b6-20d1-4644-b98b-b17175a52a44_1758580927.4091413.json,da6ce6b6-20d1-4644-b98b-b17175a52a44,astronomy_shop_payment_service_failure-localization-1,False,localization,2246,118,2025-09-22 22:42:07,2025-09-22 22:43:12,65.40369248390198,5,
92586870-dacb-4f66-8c15-ddfc2a4e920d_1758549843.4885325.json,92586870-dacb-4f66-8c15-ddfc2a4e920d,revoke_auth_mongodb-detection-2,True,detection,16812,113,2025-09-22 14:04:03,2025-09-22 14:05:18,75.47244572639465,5,Correct
8dabd58e-dc85-44a9-bf01-768dfcbf3420_1758576065.3989735.json,8dabd58e-dc85-44a9-bf01-768dfcbf3420,astronomy_shop_ad_service_manual_gc-detection-1,True,detection,2182,105,2025-09-22 21:21:05,2025-09-22 21:22:02,56.797959327697754,5,Correct
05863c5c-b648-4e4a-aef5-4183c4d9f6e9_1758546696.5401294.json,05863c5c-b648-4e4a-aef5-4183c4d9f6e9,auth_miss_mongodb-analysis-1,False,analysis,9357,295,2025-09-22 13:11:36,2025-09-22 13:15:53,257.38433933258057,13,
470d847a-f9d4-47db-b2ba-ca0ede17fb86_1758577281.669669.json,470d847a-f9d4-47db-b2ba-ca0ede17fb86,astronomy_shop_cart_service_failure-detection-1,True,detection,2270,241,2025-09-22 21:41:21,2025-09-22 21:43:28,126.5887336730957,8,Correct
ca40a1ac-c43b-421d-827c-028a1faa968e_1758547650.2446353.json,ca40a1ac-c43b-421d-827c-028a1faa968e,revoke_auth_mongodb-detection-1,True,detection,1531,92,2025-09-22 13:27:30,2025-09-22 13:28:10,39.921249866485596,4,Correct
2602f5f9-2450-4b29-a660-9fba68d074e1_1758564416.77459.json,2602f5f9-2450-4b29-a660-9fba68d074e1,container_kill-mitigation-1,True,mitigation,17570,384,2025-09-22 18:06:56,2025-09-22 18:11:42,285.58171463012695,17,
